# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=100
# for k=2.09386e-07 to 33.2194 h/Mpc,
# number of wavenumbers equal to 144
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_tot                  7:phi                    8:psi                    9:t_g                   10:t_b                   11:t_cdm                 12:t_ur                  13:t_tot              
       1.632169344929e-01      -1.643193584843e-01      -1.514498082738e+02      -2.296456870921e+02      -1.630206519774e-01      -2.110863419717e+02       4.309400642854e-02       4.309404085674e-02       2.276575445406e-03       2.606584936728e-01       2.756660773248e-01       4.238999627438e-04       2.629613563864e-01 
       1.686761663066e-01      -2.199981242604e-01      -1.542024161028e+02      -2.344017623821e+02      -1.587151536851e-01      -2.154001815016e+02       4.117531513578e-02       4.117532193217e-02      -2.040730642496e-03       2.661563417247e-01       2.812849648281e-01      -7.486773177284e-04       2.682327051262e-01 
       1.743173513936e-01      -1.047920360525e-01      -1.610431864247e+02      -2.400256451890e+02      -1.647162813122e-01      -2.210460040193e+02       3.956489680685e-02       3.956489792810e-02       2.126719006796e-03       2.742144026581e-01       2.884967337688e-01      -8.119168896296e-04       2.753908267185e-01 
       1.801468732432e-01      -1.948829967379e-01      -1.712010869038e+02      -2.464464246064e+02      -1.638792305763e-01      -2.278541905643e+02       3.818755880824e-02       3.818754978467e-02      -1.564751822884e-03       2.843497772432e-01       2.971134862896e-01       2.788759843639e-05       2.838394490996e-01 
       1.861712137560e-01      -1.104632307434e-01      -1.827112602726e+02      -2.533288639705e+02      -1.544261565257e-01      -2.352437174637e+02       3.691648553788e-02       3.691647628782e-02       9.324607216328e-04       2.953414844428e-01       3.064671338459e-01       7.507610212626e-04       2.931523976040e-01 
       1.923969805150e-01      -1.758008355384e-01      -1.929403239687e+02      -2.601530063225e+02      -1.425553046005e-01      -2.423923407088e+02       3.561707911749e-02       3.561703406919e-02      -2.326787422014e-03       3.055577208506e-01       3.155762350020e-01       9.473219549631e-04       3.020120783343e-01 
       1.988309402326e-01      -1.391497578101e-01      -1.995053167610e+02      -2.663884957483e+02      -1.322601473958e-01      -2.484977245320e+02       3.418993854098e-02       3.418993767505e-02       3.216287903970e-03       3.135258371561e-01       3.234795188675e-01       8.012637659878e-04       3.097468055475e-01 
       2.054800592463e-01      -1.043186109444e-01      -2.012913700815e+02      -2.717130147795e+02      -1.239616810692e-01      -2.531275353599e+02       3.261004301893e-02       3.261010908226e-02      -1.171120553732e-03       3.185633694693e-01       3.296366914418e-01       5.992156126078e-04       3.153983763521e-01 
       2.123515519669e-01      -1.478759161476e-01      -1.991191190019e+02      -2.761842488216e+02      -1.169556100168e-01      -2.564556480809e+02       3.093568461441e-02       3.093568909014e-02      -6.459792295923e-04       3.211897372135e-01       3.342258730500e-01       5.076582744411e-04       3.195262798098e-01 
       2.194529382424e-01      -1.171479086234e-01      -1.956363741740e+02      -2.802671218595e+02      -1.111063824045e-01      -2.592644657515e+02       2.928364094048e-02       2.928366798333e-02       2.136404426635e-03       3.230558781416e-01       3.381627475005e-01       5.772651481677e-04       3.230636601551e-01 
       2.267921106999e-01      -8.564799611130e-02      -1.942814906503e+02      -2.846627495361e+02      -1.071680483140e-01      -2.626543283027e+02       2.777791819799e-02       2.777797656437e-02       2.602382997088e-04       3.262973050292e-01       3.427553427948e-01       7.727725360680e-04       3.272378469663e-01 
       2.343774132735e-01      -9.417188040297e-02      -1.976384645912e+02      -2.899802171410e+02      -1.060880551268e-01      -2.675191814500e+02       2.649111141795e-02       2.649114010046e-02      -1.847462384756e-03       3.325110378575e-01       3.490871394790e-01       9.300671612909e-04       3.332658279391e-01 
       2.422177323464e-01      -1.082177619158e-01      -2.059651539516e+02      -2.963987924349e+02      -1.071474975651e-01      -2.740445367569e+02       2.540922468115e-02       2.540921162781e-02      -1.643608628372e-03       3.418431354682e-01       3.574113312332e-01       7.086887587719e-04       3.414268605749e-01 
       2.503226022414e-01      -1.098916199491e-01      -2.168126968638e+02      -3.035207859112e+02      -1.056433951659e-01      -2.815304475392e+02       2.444063005426e-02       2.444060205882e-02      -4.690223469089e-04       3.527575377089e-01       3.669211771744e-01      -1.372015258169e-04       3.508005613165e-01 
       2.587023272126e-01      -1.044701815423e-01      -2.262256094961e+02      -3.105522053534e+02      -9.563377477474e-02      -2.887228418087e+02       2.346779789502e-02       2.346778280389e-02       4.379711645592e-04       3.627886954691e-01       3.761281262627e-01      -9.483131570259e-04       3.597895989465e-01 
       2.673681226606e-01      -8.969146501764e-02      -2.310843490209e+02      -3.167658154004e+02      -8.966380742651e-02      -2.945500783590e+02       2.241487155573e-02       2.241487157583e-02       2.500689699486e-06       3.700022812049e-01       3.837346666132e-01      -8.280585629096e-06       3.670520128351e-01 
       2.763322790472e-01      -8.520762727847e-02      -2.312171018903e+02      -3.219867224283e+02      -8.516092235975e-02      -2.988430787493e+02       2.129023058994e-02       2.129023058994e-02      -3.324449047845e-06       3.743069048777e-01       3.895043151290e-01      -3.248023501135e-06       3.723803372290e-01 
       2.856083529872e-01      -8.074248672781e-02      -2.297048555507e+02      -3.267520194002e+02      -8.069837746263e-02      -3.025118968254e+02       2.017459436566e-02       2.017459436566e-02      -3.159599573518e-06       3.776361947217e-01       3.944965240922e-01      -3.087640804401e-06       3.769309256371e-01 
       2.952113913161e-01      -7.668182080704e-02      -2.308008212337e+02      -3.319585972541e+02      -7.663998699170e-02      -3.069403326241e+02       1.915999674792e-02       1.915999674792e-02      -3.003151588173e-06       3.826446790250e-01       4.003637816637e-01      -2.934989795303e-06       3.824449392271e-01 
       3.051581956852e-01      -7.316731599063e-02      -2.366967765624e+02      -3.381870345827e+02      -7.312734168644e-02      -3.129383803877e+02       1.828183542161e-02       1.828183542161e-02      -2.860800556976e-06       3.906906069519e-01       4.081020761806e-01      -2.795582525391e-06       3.899352756254e-01 
       3.154676375702e-01      -7.002231184079e-02      -2.456665722796e+02      -3.452167541627e+02      -6.998395069528e-02      -3.200618081392e+02       1.749598767382e-02       1.749598767382e-02      -2.731215744292e-06       4.006850830439e-01       4.172156397719e-01      -2.668473479028e-06       3.988352855418e-01 
       3.261610367099e-01      -6.691969101846e-02      -2.534647933478e+02      -3.521971292819e+02      -6.688297201156e-02      -3.269658714687e+02       1.672074300289e-02       1.672074300289e-02      -2.607597068461e-06       4.099747075255e-01       4.261093594652e-01      -2.547455294784e-06       4.074504287378e-01 
       3.372626202423e-01      -6.366989689031e-02      -2.571713630732e+02      -3.584175393131e+02      -6.363498829327e-02      -3.326228845630e+02       1.590874707332e-02       1.590874707332e-02      -2.483828087928e-06       4.167453809048e-01       4.335328577463e-01      -2.426691857775e-06       4.144926158785e-01 
       3.488000856342e-01      -6.036882140478e-02      -2.580239988566e+02      -3.640007055419e+02      -6.033578930710e-02      -3.373223728841e+02       1.508394732678e-02       1.508394732678e-02      -2.359650791579e-06       4.217851644624e-01       4.397978015122e-01      -2.305684484357e-06       4.203337384162e-01 
       3.608052986097e-01      -5.726325047778e-02      -2.601242311879e+02      -3.697792740148e+02      -5.723194954872e-02      -3.423723816914e+02       1.430798738718e-02       1.430798738718e-02      -2.239946519903e-06       4.276662927655e-01       4.464573323515e-01      -2.188855811580e-06       4.266220320014e-01 
       3.733151687164e-01      -5.447326369473e-02      -2.659249373822e+02      -3.763859863298e+02      -5.444346095749e-02      -3.486654836227e+02       1.361086523937e-02       1.361086523937e-02      -2.128783058892e-06       4.359226224227e-01       4.546037794347e-01      -2.080097889252e-06       4.344750628466e-01 
       3.863727615691e-01      -5.187480530165e-02      -2.734420002499e+02      -3.835355710023e+02      -5.184638353421e-02      -3.556650919165e+02       1.296159588355e-02       1.296159588355e-02      -2.024881900479e-06       4.453137096191e-01       4.636273356955e-01      -1.978392331778e-06       4.432108069538e-01 
       4.000287307052e-01      -4.927394735011e-02      -2.788879592026e+02      -3.904235011070e+02      -4.924694678148e-02      -3.621341563333e+02       1.231173669537e-02       1.231173669537e-02      -1.923647483160e-06       4.534790824075e-01       4.720486772824e-01      -1.879476959463e-06       4.512729102951e-01 
       4.143431874917e-01      -4.664863309779e-02      -2.817638540064e+02      -3.968261023723e+02      -4.662309728497e-02      -3.678133924856e+02       1.165577432124e-02       1.165577432124e-02      -1.823068858819e-06       4.601210177952e-01       4.795289009970e-01      -1.781333297217e-06       4.583415993882e-01 
       4.293881813199e-01      -4.413716180274e-02      -2.853614031697e+02      -4.033979106856e+02      -4.411301249755e-02      -3.737413600848e+02       1.102825312439e-02       1.102825312439e-02      -1.725559319713e-06       4.673118494176e-01       4.872969624518e-01      -1.686107215331e-06       4.657266736895e-01 
       4.452510456905e-01      -4.180295378661e-02      -2.915163621532e+02      -4.106430980111e+02      -4.178006680413e-02      -3.806111295291e+02       1.044501670103e-02       1.044501670103e-02      -1.633345063994e-06       4.762120863197e-01       4.962059268350e-01      -1.595933199135e-06       4.742952526385e-01 
       4.620389981488e-01      -3.954520878994e-02      -2.978041294095e+02      -4.181510034323e+02      -3.952354812500e-02      -3.877162017612e+02       9.880887031251e-03       9.880887031251e-03      -1.544744290296e-06       4.853231767177e-01       5.054331950489e-01      -1.509322493158e-06       4.831537618723e-01 
       4.798855979644e-01      -3.728920269477e-02      -3.022844903009e+02      -4.254625202171e+02      -3.726878663064e-02      -3.943844297113e+02       9.317196657659e-03       9.317196657659e-03      -1.457374333738e-06       4.934571366235e-01       5.141613617838e-01      -1.424001003438e-06       4.914598313063e-01 
       4.989600285237e-01      -3.509664521202e-02      -3.071126071336e+02      -4.329973922272e+02      -3.507743371308e-02      -4.012885826349e+02       8.769358428269e-03       8.769358428269e-03      -1.371952479742e-06       5.019896271769e-01       5.231817751377e-01      -1.340554319892e-06       5.000631071358e-01 
       5.194808029756e-01      -3.299612274053e-02      -3.135619931320e+02      -4.411431877265e+02      -3.297805445750e-02      -4.089404063390e+02       8.244513614376e-03       8.244513614376e-03      -1.289492201064e-06       5.117500236987e-01       5.331286015300e-01      -1.259952681260e-06       5.096031581912e-01 
       5.417366331146e-01      -3.091816061001e-02      -3.195234954474e+02      -4.495385840726e+02      -3.090123087093e-02      -4.167219727986e+02       7.725307717732e-03       7.725307717732e-03      -1.208478710922e-06       5.214691895333e-01       5.432772598710e-01      -1.180801577958e-06       5.193005801785e-01 
       5.661193558981e-01      -2.885858383224e-02      -3.253852399886e+02      -4.582693066335e+02      -2.884278415952e-02      -4.247627345365e+02       7.210696039880e-03       7.210696039880e-03      -1.128167625940e-06       5.314544881818e-01       5.537733607774e-01      -1.102341376453e-06       5.293199178000e-01 
       5.931780837930e-01      -2.683279541553e-02      -3.324425176017e+02      -4.677512852521e+02      -2.681810243632e-02      -4.336009753852e+02       6.704525609079e-03       6.704525609079e-03      -1.048892025512e-06       5.426028091688e-01       5.652821955882e-01      -1.024871228881e-06       5.403361865412e-01 
       6.237127033773e-01      -2.479429646213e-02      -3.394816661711e+02      -4.778843603694e+02      -2.478072082097e-02      -4.429693110054e+02       6.195180205243e-03       6.195180205243e-03      -9.693625832809e-07       5.542829367359e-01       5.775037216940e-01      -9.471701025618e-07       5.520106512601e-01 
       6.589448560958e-01      -2.273569780920e-02      -3.475507670594e+02      -4.890935151624e+02      -2.272324857114e-02      -4.533756677054e+02       5.680812142785e-03       5.680812142785e-03      -8.888868244734e-07       5.673393364991e-01       5.910653847884e-01      -8.685346027350e-07       5.649797162792e-01 
       7.008524141210e-01      -2.061636807652e-02      -3.564674458375e+02      -5.017149457417e+02      -2.060507955207e-02      -4.650673296405e+02       5.151269888018e-03       5.151269888018e-03      -8.061123790216e-07       5.819588880487e-01       6.063103560144e-01      -7.876580732769e-07       5.795498424692e-01 
       7.528760280079e-01      -1.839219038566e-02      -3.670094309347e+02      -5.164938620760e+02      -1.838211949326e-02      -4.787729974309e+02       4.595529873316e-03       4.595529873316e-03      -7.191971102749e-07       5.991242168776e-01       6.241767932167e-01      -7.027330416124e-07       5.966302108716e-01 
       8.215319635650e-01      -1.598897187202e-02      -3.799098908398e+02      -5.346270861976e+02      -1.598021678762e-02      -4.955841678070e+02       3.995054196904e-03       3.995054196904e-03      -6.252799131549e-07       6.201707060574e-01       6.460926239593e-01      -6.109667879886e-07       6.175803998276e-01 
       9.202227515740e-01      -1.330989813174e-02      -3.968162306029e+02      -5.583907931159e+02      -1.330260992905e-02      -5.176153595045e+02       3.325652482261e-03       3.325652482261e-03      -5.205684832264e-07       6.477513928114e-01       6.748134325921e-01      -5.086533166522e-07       6.450356013441e-01 
       1.076298918399e+00      -1.030774764054e-02      -4.204168139861e+02      -5.915651759165e+02      -1.030210325830e-02      -5.483710254055e+02       2.575525814576e-03       2.575525814576e-03      -4.032079054796e-07       6.862529190657e-01       7.149075469333e-01      -3.939800090852e-07       6.833627842049e-01 
       1.324711589015e+00      -7.316454560444e-03      -4.520827760087e+02      -6.360801158341e+02      -7.312448101231e-03      -5.896400801269e+02       1.828112025308e-03       1.828112025308e-03      -2.862450102787e-07       7.379133671001e-01       7.687065177719e-01      -2.796948130692e-07       7.347906183554e-01 
       1.664957858527e+00      -4.993103356170e-03      -4.873866950346e+02      -6.857117268051e+02      -4.990369115106e-03      -6.356524664275e+02       1.247592278777e-03       1.247592278777e-03      -1.953798137068e-07       7.955093214661e-01       8.286886551500e-01      -1.909095085922e-07       7.921288164389e-01 
       2.096005580684e+00      -3.382908984210e-03      -5.233467468717e+02      -7.362692657011e+02      -3.381056472624e-03      -6.825229006042e+02       8.452641181560e-04       8.452641181560e-04      -1.323932689169e-07       8.541768213803e-01       8.897891832713e-01      -1.293644939381e-07       8.505357506748e-01 
       2.638714495241e+00      -2.282473448410e-03      -5.596536801577e+02      -7.873171599277e+02      -2.281223538202e-03      -7.298476549130e+02       5.703058845504e-04       5.703058845504e-04      -8.933975867544e-08       9.134096610624e-01       9.514818053630e-01      -8.729618692820e-08       9.095081951377e-01 
       3.321944732427e+00      -1.534271658316e-03      -5.962480107343e+02      -8.387731970588e+02      -1.533431472151e-03      -7.775503538380e+02       3.833578680377e-04       3.833578680377e-04      -6.006299074696e-08       9.731108430960e-01       1.013667166551e+00      -5.868929310392e-08       9.689509332772e-01 
       4.182080640228e+00      -1.027852813105e-03      -6.330867544794e+02      -8.905780872157e+02      -1.027289951837e-03      -8.255759040030e+02       2.568224879593e-04       2.568224879593e-04      -4.024469300978e-08       1.033208928738e+00       1.076273800346e+00      -3.932441004771e-08       1.028795222926e+00 
       5.264927592156e+00      -6.864685402071e-04      -6.701259734897e+02      -9.426732368426e+02      -6.860926301639e-04      -8.738696371721e+02       1.715231575410e-04       1.715231575410e-04      -2.688356798153e-08       1.093630754295e+00       1.139230474507e+00      -2.626894543502e-08       1.088972250738e+00 
       6.628151137021e+00      -4.571828256226e-04      -7.073328737340e+02      -9.950172654049e+02      -4.569324802502e-04      -9.223926755766e+02       1.142331200626e-04       1.142331200626e-04      -1.790904899090e-08       1.154320354345e+00       1.202487193504e+00      -1.749972307965e-08       1.149433020709e+00 
       8.344347899608e+00      -3.036964013977e-04      -7.446703363272e+02      -1.047566546098e+03      -3.035301115687e-04      -9.711036428460e+02       7.588252789217e-05       7.588252789217e-05      -1.190105140772e-08       1.215213184138e+00       1.265990486108e+00      -1.162915615385e-08       1.210124421132e+00 
       1.050491161567e+01      -2.012622079871e-04      -7.821061927538e+02      -1.100289582841e+03      -2.011520162438e-04      -1.019971847132e+03       5.028800406095e-05       5.028800406095e-05      -7.891278323169e-09       1.276250248813e+00       1.329701616895e+00      -7.711103828296e-09       1.271006125272e+00 
       1.322490018162e+01      -1.330880524092e-04      -8.196042862294e+02      -1.153158374848e+03      -1.330151969431e-04      -1.068968848118e+03       3.325379923577e-05       3.325379923577e-05      -5.222594935437e-09       1.337361838948e+00       1.393585395726e+00      -5.103465758212e-09       1.332039058985e+00 
       1.664916290708e+01      -8.782976460110e-05      -8.571195994346e+02      -1.206147295271e+03      -8.778169590718e-05      -1.118066794872e+03       2.194542397679e-05       2.194542397679e-05      -3.451016189989e-09       1.398456969930e+00       1.457608561092e+00      -3.372413821536e-09       1.393182492228e+00 
       2.096005426882e+01      -5.785397875575e-05      -8.945919586257e+02      -1.259233568878e+03      -5.782232755862e-05      -1.167237854921e+03       1.445558188965e-05       1.445558188965e-05      -2.277756442974e-09       1.459408685609e+00       1.521739811452e+00      -2.225996987396e-09       1.454391840659e+00 
       2.638714495160e+01      -3.804251131603e-05      -9.319358120353e+02      -1.312398163243e+03      -3.802171121374e-05      -1.216453382013e+03       9.505427803435e-06       9.505427803435e-06      -1.502461432223e-09       1.520030339380e+00       1.585950070576e+00      -1.468443686569e-09       1.515615291674e+00 
       3.321944732427e+01      -2.497451918797e-05      -9.690209849912e+02      -1.365623683003e+03      -2.496087714874e-05      -1.265679252689e+03       6.240219287186e-06       6.240219287186e-06      -9.912085061285e-10       1.580032717205e+00       1.650208385549e+00      -9.688942468226e-10       1.576783991230e+00 
